year,sex,class,satfin,finalter
1998,male,middle class,not satisfied at all,worse
1998,male,middle class,pretty well satisfied,better
1998,male,upper class,pretty well satisfied,better
1998,female,upper class,more or less satisfied,stayed same
1998,male,middle class,not satisfied at all,worse
1998,male,middle class,pretty well satisfied,better
1998,male,middle class,more or less satisfied,stayed same
1998,female,working class,pretty well satisfied,stayed same
1998,male,middle class,pretty well satisfied,better
1998,female,middle class,pretty well satisfied,worse
1998,male,middle class,more or less satisfied,worse
1998,female,middle class,pretty well satisfied,better
1998,female,middle class,pretty well satisfied,better
1998,female,middle class,pretty well satisfied,better
1998,female,middle class,more or less satisfied,worse
1998,female,middle class,pretty well satisfied,worse
1998,male,middle class,pretty well satisfied,worse
1998,male,middle class,not satisfied at all,better
1998,male,working class,not satisfied at all,worse
1998,male,working class,not satisfied at all,worse
1998,female,middle class,more or less satisfied,better
1998,male,working class,pretty well satisfied,stayed same
1998,male,middle class,pretty well satisfied,better
1998,female,working class,more or less satisfied,better
1998,male,working class,more or less satisfied,worse
1998,male,working class,more or less satisfied,stayed same
1998,female,middle class,pretty well satisfied,better
1998,male,working class,pretty well satisfied,stayed same
1998,male,working class,more or less satisfied,stayed same
1998,female,middle class,more or less satisfied,better
1998,male,working class,more or less satisfied,better
1998,male,working class,more or less satisfied,better
1998,male,working class,more or less satisfied,stayed same
1998,male,working class,more or less satisfied,better
1998,male,working class,more or less satisfied,stayed same
1998,male,working class,more or less satisfied,worse
1998,female,working class,more or less satisfied,stayed same
1998,male,middle class,not satisfied at all,stayed same
1998,female,lower class,not satisfied at all,stayed same
1998,female,middle class,more or less satisfied,worse
1998,female,working class,pretty well satisfied,stayed same
1998,male,working class,pretty well satisfied,stayed same
1998,male,working class,pretty well satisfied,stayed same
1998,male,working class,more or less satisfied,better
1998,female,working class,more or less satisfied,better
1998,female,working class,not satisfied at all,worse
1998,female,middle class,more or less satisfied,stayed same
1998,female,working class,more or less satisfied,stayed same
1998,female,middle class,more or less satisfied,better
1998,male,working class,not satisfied at all,stayed same
1998,female,middle class,pretty well satisfied,better
1998,female,middle class,more or less satisfied,stayed same
1998,female,upper class,pretty well satisfied,better
1998,female,upper class,pretty well satisfied,better
1998,female,upper class,pretty well satisfied,worse
1998,male,upper class,pretty well satisfied,better
1998,female,upper class,pretty well satisfied,better
1998,female,working class,more or less satisfied,stayed same
1998,male,middle class,pretty well satisfied,better
1998,male,middle class,more or less satisfied,worse
1998,male,working class,more or less satisfied,better
1998,male,upper class,pretty well satisfied,stayed same
1998,male,middle class,pretty well satisfied,better
1998,female,working class,more or less satisfied,better
1998,female,middle class,more or less satisfied,stayed same
1998,female,working class,more or less satisfied,better
1998,male,working class,more or less satisfied,stayed same
1998,male,working class,more or less satisfied,better
1998,female,working class,more or less satisfied,stayed same
1998,male,middle class,more or less satisfied,better
1998,male,working class,not satisfied at all,stayed same
1998,male,lower class,not satisfied at all,worse
1998,female,working class,more or less satisfied,better
1998,female,working class,more or less satisfied,worse
1998,male,working class,pretty well satisfied,stayed same
1998,female,lower class,not satisfied at all,worse
1998,male,working class,more or less satisfied,stayed same
1998,female,lower class,not satisfied at all,worse
1998,female,working class,more or less satisfied,better
1998,female,middle class,more or less satisfied,worse
1998,male,middle class,pretty well satisfied,better
1998,female,middle class,more or less satisfied,better
1998,male,middle class,pretty well satisfied,better
1998,female,working class,more or less satisfied,better
1998,male,middle class,not satisfied at all,stayed same
1998,male,middle class,more or less satisfied,stayed same
1998,male,upper class,more or less satisfied,better
1998,female,middle class,pretty well satisfied,better
1998,male,middle class,more or less satisfied,worse
1998,female,middle class,not satisfied at all,worse
1998,female,working class,more or less satisfied,better
1998,male,middle class,pretty well satisfied,better
1998,male,middle class,pretty well satisfied,stayed same
1998,male,middle class,not satisfied at all,stayed same
1998,female,upper class,pretty well satisfied,better
1998,male,working class,not satisfied at all,worse
1998,female,middle class,pretty well satisfied,better
1998,female,lower class,not satisfied at all,worse
1998,male,middle class,more or less satisfied,stayed same
1998,male,working class,more or less satisfied,stayed same
1998,male,middle class,pretty well satisfied,stayed same
1998,female,middle class,more or less satisfied,better
1998,male,middle class,more or less satisfied,better
1998,female,working class,not satisfied at all,better
1998,female,middle class,more or less satisfied,better
1998,female,middle class,more or less satisfied,stayed same
1998,male,working class,not satisfied at all,worse
1998,male,middle class,more or less satisfied,stayed same
1998,male,working class,not satisfied at all,stayed same
1998,male,working class,more or less satisfied,better
1998,female,working class,more or less satisfied,stayed same
1998,female,middle class,more or less satisfied,worse
1998,female,middle class,not satisfied at all,stayed same
1998,male,middle class,not satisfied at all,better
1998,female,middle class,more or less satisfied,better
1998,female,working class,more or less satisfied,better
1998,female,middle class,more or less satisfied,worse
1998,male,upper class,more or less satisfied,stayed same
1998,female,middle class,pretty well satisfied,better
1998,male,middle class,pretty well satisfied,better
1998,female,middle class,more or less satisfied,stayed same
1998,male,middle class,more or less satisfied,stayed same
1998,female,working class,not satisfied at all,stayed same
1998,female,working class,not satisfied at all,worse
1998,female,working class,not satisfied at all,better
1998,male,working class,more or less satisfied,better
1998,male,middle class,more or less satisfied,stayed same
1998,female,working class,not satisfied at all,worse
1998,female,working class,more or less satisfied,better
1998,female,working class,not satisfied at all,better
1998,female,middle class,more or less satisfied,stayed same
1998,female,middle class,pretty well satisfied,better
1998,female,middle class,more or less satisfied,better
1998,female,middle class,more or less satisfied,better
1998,female,working class,more or less satisfied,better
1998,female,middle class,pretty well satisfied,better
1998,male,middle class,more or less satisfied,better
1998,female,middle class,more or less satisfied,better
1998,female,middle class,not satisfied at all,better
1998,male,middle class,not satisfied at all,better
1998,female,working class,pretty well satisfied,stayed same
1998,female,middle class,more or less satisfied,stayed same
1998,female,working class,pretty well satisfied,stayed same
1998,female,middle class,pretty well satisfied,better
1998,male,middle class,more or less satisfied,better
1998,male,middle class,more or less satisfied,better
1998,female,working class,more or less satisfied,better
1998,female,middle class,more or less satisfied,stayed same
1998,male,middle class,more or less satisfied,better
1998,female,lower class,not satisfied at all,stayed same
1998,female,middle class,more or less satisfied,stayed same
1998,female,working class,pretty well satisfied,better
1998,female,working class,not satisfied at all,better
1998,female,middle class,not satisfied at all,worse
1998,male,working class,more or less satisfied,better
1998,male,working class,not satisfied at all,stayed same
1998,male,working class,not satisfied at all,stayed same
1998,male,working class,not satisfied at all,worse
1998,female,working class,not satisfied at all,better
1998,male,middle class,more or less satisfied,better
1998,female,middle class,pretty well satisfied,stayed same
1998,male,middle class,more or less satisfied,stayed same
1998,female,middle class,more or less satisfied,better
1998,male,working class,pretty well satisfied,stayed same
1998,male,working class,not satisfied at all,worse
1998,female,working class,not satisfied at all,stayed same
1998,female,working class,pretty well satisfied,better
1998,female,lower class,not satisfied at all,worse
1998,male,working class,more or less satisfied,worse
1998,female,middle class,pretty well satisfied,stayed same
1998,male,lower class,not satisfied at all,worse
1998,male,working class,not satisfied at all,better
1998,male,middle class,pretty well satisfied,better
1998,female,middle class,not satisfied at all,better
1998,female,working class,not satisfied at all,better
1998,male,middle class,more or less satisfied,better
1998,female,middle class,more or less satisfied,stayed same
1998,male,working class,pretty well satisfied,stayed same
1998,female,working class,not satisfied at all,stayed same
1998,female,lower class,not satisfied at all,stayed same
1998,female,middle class,pretty well satisfied,better
1998,male,working class,pretty well satisfied,better
1998,male,middle class,pretty well satisfied,better
1998,female,working class,more or less satisfied,better
1998,female,middle class,more or less satisfied,better
1998,male,upper class,pretty well satisfied,better
1998,female,middle class,more or less satisfied,better
1998,male,working class,not satisfied at all,stayed same
1998,male,upper class,pretty well satisfied,stayed same
1998,female,lower class,not satisfied at all,stayed same
1998,male,working class,pretty well satisfied,better
1998,male,lower class,pretty well satisfied,stayed same
1998,female,working class,more or less satisfied,better
1998,female,middle class,more or less satisfied,better
1998,female,middle class,more or less satisfied,stayed same
1998,male,middle class,pretty well satisfied,better
1998,female,working class,not satisfied at all,worse
1998,female,working class,more or less satisfied,stayed same
1998,female,working class,more or less satisfied,better
1998,female,middle class,more or less satisfied,stayed same
1998,male,working class,pretty well satisfied,stayed same
1998,female,middle class,pretty well satisfied,better
1998,male,working class,more or less satisfied,stayed same
1998,female,middle class,more or less satisfied,stayed same
1998,male,middle class,more or less satisfied,better
1998,female,working class,pretty well satisfied,better
1998,female,working class,not satisfied at all,better
1998,male,middle class,not satisfied at all,better
1998,female,working class,more or less satisfied,stayed same
1998,female,middle class,more or less satisfied,better
1998,female,working class,not satisfied at all,worse
1998,female,working class,more or less satisfied,better
1998,male,middle class,pretty well satisfied,stayed same
1998,female,lower class,more or less satisfied,worse
1998,male,working class,more or less satisfied,stayed same
1998,female,working class,more or less satisfied,better
1998,male,upper class,more or less satisfied,stayed same
1998,female,middle class,pretty well satisfied,better
1998,male,working class,not satisfied at all,worse
1998,female,middle class,more or less satisfied,worse
1998,female,working class,more or less satisfied,better
1998,male,working class,more or less satisfied,stayed same
1998,female,middle class,more or less satisfied,stayed same
1998,male,working class,more or less satisfied,better
1998,female,middle class,more or less satisfied,stayed same
1998,male,working class,more or less satisfied,stayed same
1998,male,working class,more or less satisfied,worse
1998,female,working class,not satisfied at all,better
1998,female,middle class,more or less satisfied,stayed same
1998,male,working class,more or less satisfied,stayed same
1998,male,working class,more or less satisfied,stayed same
1998,female,working class,more or less satisfied,better
1998,male,middle class,pretty well satisfied,better
1998,female,working class,pretty well satisfied,better
1998,female,middle class,pretty well satisfied,stayed same
1998,female,middle class,more or less satisfied,stayed same
1998,female,working class,more or less satisfied,better
1998,male,lower class,not satisfied at all,stayed same
1998,female,middle class,more or less satisfied,stayed same
1998,female,working class,more or less satisfied,
1998,female,working class,,worse
1998,male,middle class,more or less satisfied,stayed same
1998,female,lower class,pretty well satisfied,
1998,male,working class,more or less satisfied,stayed same
1998,male,working class,pretty well satisfied,better
1998,female,middle class,more or less satisfied,stayed same
1998,male,working class,more or less satisfied,stayed same
1998,female,middle class,pretty well satisfied,worse
1998,female,middle class,pretty well satisfied,stayed same
1998,female,working class,not satisfied at all,stayed same
1998,male,working class,not satisfied at all,stayed same
1998,female,lower class,pretty well satisfied,stayed same
1998,male,working class,more or less satisfied,stayed same
1998,female,working class,not satisfied at all,worse
1998,male,middle class,more or less satisfied,better
1998,male,working class,not satisfied at all,stayed same
1998,male,middle class,more or less satisfied,stayed same
1998,female,middle class,more or less satisfied,stayed same
1998,male,working class,more or less satisfied,stayed same
1998,female,working class,more or less satisfied,better
1998,male,working class,more or less satisfied,better
1998,female,working class,not satisfied at all,worse
1998,female,middle class,pretty well satisfied,worse
1998,female,middle class,pretty well satisfied,better
1998,male,working class,more or less satisfied,stayed same
1998,male,working class,not satisfied at all,better
1998,female,middle class,pretty well satisfied,better
1998,female,middle class,pretty well satisfied,better
1998,female,middle class,not satisfied at all,worse
1998,male,middle class,more or less satisfied,better
1998,male,working class,more or less satisfied,better
1998,male,,pretty well satisfied,better
1998,female,working class,not satisfied at all,stayed same
1998,male,middle class,more or less satisfied,stayed same
1998,female,middle class,pretty well satisfied,better
1998,male,middle class,pretty well satisfied,better
1998,male,working class,more or less satisfied,stayed same
1998,male,working class,more or less satisfied,better
1998,female,middle class,more or less satisfied,stayed same
1998,female,working class,not satisfied at all,stayed same
1998,female,lower class,more or less satisfied,better
1998,male,middle class,pretty well satisfied,better
1998,female,middle class,not satisfied at all,stayed same
1998,female,middle class,pretty well satisfied,stayed same
1998,male,middle class,pretty well satisfied,stayed same
1998,female,middle class,more or less satisfied,better
1998,female,working class,more or less satisfied,better
1998,female,middle class,more or less satisfied,better
1998,female,working class,pretty well satisfied,better
1998,female,middle class,not satisfied at all,stayed same
1998,female,middle class,not satisfied at all,stayed same
1998,female,middle class,pretty well satisfied,better
1998,male,middle class,more or less satisfied,better
1998,male,working class,pretty well satisfied,stayed same
1998,female,working class,more or less satisfied,better
1998,male,working class,pretty well satisfied,stayed same
1998,male,middle class,more or less satisfied,worse
1998,female,working class,not satisfied at all,stayed same
1998,male,working class,not satisfied at all,worse
1998,male,working class,pretty well satisfied,stayed same
1998,male,working class,not satisfied at all,worse
1998,female,working class,more or less satisfied,better
1998,male,working class,more or less satisfied,stayed same
1998,female,working class,more or less satisfied,better
1998,female,middle class,more or less satisfied,better
1998,female,working class,more or less satisfied,better
1998,male,upper class,more or less satisfied,stayed same
1998,male,working class,more or less satisfied,stayed same
1998,male,working class,not satisfied at all,worse
1998,female,middle class,pretty well satisfied,better
1998,female,working class,not satisfied at all,worse
1998,female,working class,pretty well satisfied,better
1998,male,working class,more or less satisfied,stayed same
1998,female,working class,more or less satisfied,worse
1998,female,working class,not satisfied at all,worse
1998,male,working class,more or less satisfied,stayed same
1998,male,middle class,pretty well satisfied,better
1998,male,working class,more or less satisfied,stayed same
1998,female,middle class,not satisfied at all,stayed same
1998,male,middle class,pretty well satisfied,better
1998,male,middle class,more or less satisfied,better
1998,male,middle class,pretty well satisfied,better
1998,male,working class,not satisfied at all,worse
1998,male,middle class,more or less satisfied,worse
1998,female,middle class,pretty well satisfied,better
1998,female,middle class,pretty well satisfied,better
1998,female,middle class,pretty well satisfied,better
1998,female,middle class,pretty well satisfied,better
1998,female,working class,more or less satisfied,stayed same
1998,male,middle class,pretty well satisfied,better
1998,female,working class,not satisfied at all,stayed same
1998,female,middle class,more or less satisfied,better
1998,female,working class,more or less satisfied,stayed same
1998,female,working class,more or less satisfied,stayed same
1998,female,working class,not satisfied at all,worse
1998,male,working class,pretty well satisfied,better
1998,female,middle class,more or less satisfied,stayed same
1998,male,middle class,not satisfied at all,stayed same
1998,female,middle class,more or less satisfied,stayed same
1998,male,working class,more or less satisfied,worse
1998,female,working class,not satisfied at all,better
1998,female,middle class,more or less satisfied,better
1998,male,working class,more or less satisfied,worse
1998,male,working class,more or less satisfied,stayed same
1998,female,middle class,pretty well satisfied,stayed same
1998,male,working class,pretty well satisfied,stayed same
1998,male,working class,pretty well satisfied,stayed same
1998,male,working class,not satisfied at all,better
1998,male,working class,pretty well satisfied,stayed same
1998,male,working class,pretty well satisfied,better
1998,female,working class,pretty well satisfied,stayed same
1998,male,working class,more or less satisfied,stayed same
1998,male,middle class,pretty well satisfied,worse
1998,female,working class,pretty well satisfied,better
1998,female,working class,more or less satisfied,better
1998,female,working class,more or less satisfied,stayed same
1998,female,working class,pretty well satisfied,better
1998,female,middle class,pretty well satisfied,better
1998,female,lower class,more or less satisfied,worse
1998,female,working class,more or less satisfied,better
1998,male,middle class,pretty well satisfied,stayed same
1998,female,working class,more or less satisfied,better
1998,male,lower class,pretty well satisfied,stayed same
1998,male,working class,not satisfied at all,worse
1998,female,working class,not satisfied at all,worse
1998,female,working class,not satisfied at all,worse
1998,female,working class,not satisfied at all,stayed same
1998,male,working class,pretty well satisfied,better
1998,female,working class,more or less satisfied,better
1998,female,middle class,pretty well satisfied,better
1998,male,middle class,more or less satisfied,stayed same
1998,female,lower class,more or less satisfied,better
1998,female,lower class,more or less satisfied,stayed same
1998,male,lower class,not satisfied at all,worse
1998,male,middle class,pretty well satisfied,better
1998,male,working class,not satisfied at all,worse
1998,female,lower class,not satisfied at all,stayed same
1998,male,working class,more or less satisfied,better
1998,male,middle class,more or less satisfied,stayed same
1998,male,middle class,not satisfied at all,better
1998,female,middle class,more or less satisfied,stayed same
1998,female,working class,pretty well satisfied,better
1998,female,working class,not satisfied at all,stayed same
1998,female,working class,not satisfied at all,stayed same
1998,female,working class,more or less satisfied,better
1998,female,working class,more or less satisfied,stayed same
1998,female,working class,more or less satisfied,stayed same
1998,male,upper class,pretty well satisfied,better
1998,female,middle class,pretty well satisfied,stayed same
1998,male,middle class,more or less satisfied,stayed same
1998,male,middle class,more or less satisfied,better
1998,male,working class,more or less satisfied,stayed same
1998,female,working class,not satisfied at all,stayed same
1998,male,middle class,more or less satisfied,stayed same
1998,female,lower class,not satisfied at all,worse
1998,male,middle class,more or less satisfied,stayed same
1998,male,working class,more or less satisfied,stayed same
1998,male,working class,not satisfied at all,better
1998,male,working class,more or less satisfied,better
1998,male,middle class,pretty well satisfied,stayed same
1998,female,working class,more or less satisfied,better
1998,female,middle class,more or less satisfied,better
1998,female,working class,pretty well satisfied,worse
1998,female,working class,pretty well satisfied,stayed same
1998,male,working class,more or less satisfied,better
1998,female,middle class,more or less satisfied,better
1998,female,middle class,more or less satisfied,better
1998,male,working class,more or less satisfied,worse
1998,female,working class,pretty well satisfied,stayed same
1998,female,middle class,pretty well satisfied,better
1998,female,working class,pretty well satisfied,better
1998,female,middle class,pretty well satisfied,better
1998,male,working class,pretty well satisfied,worse
1998,female,lower class,more or less satisfied,stayed same
1998,male,middle class,pretty well satisfied,better
1998,female,middle class,more or less satisfied,stayed same
1998,female,working class,not satisfied at all,better
1998,male,middle class,pretty well satisfied,better
1998,male,lower class,pretty well satisfied,better
1998,male,lower class,pretty well satisfied,better
1998,female,middle class,pretty well satisfied,better
1998,male,working class,pretty well satisfied,better
1998,male,working class,more or less satisfied,better
1998,female,working class,more or less satisfied,better
1998,male,middle class,pretty well satisfied,stayed same
1998,female,middle class,pretty well satisfied,stayed same
1998,female,middle class,more or less satisfied,better
1998,female,working class,pretty well satisfied,better
1998,female,middle class,pretty well satisfied,better
1998,male,working class,more or less satisfied,stayed same
1998,female,working class,not satisfied at all,better
1998,female,working class,more or less satisfied,stayed same
1998,female,middle class,not satisfied at all,worse
1998,male,working class,more or less satisfied,stayed same
1998,male,lower class,pretty well satisfied,better
1998,male,working class,more or less satisfied,better
1998,male,lower class,not satisfied at all,worse
1998,male,working class,more or less satisfied,stayed same
1998,male,working class,more or less satisfied,stayed same
1998,male,working class,more or less satisfied,stayed same
1998,female,working class,not satisfied at all,worse
1998,male,middle class,more or less satisfied,better
1998,male,working class,pretty well satisfied,stayed same
1998,female,middle class,more or less satisfied,stayed same
1998,female,working class,pretty well satisfied,better
1998,male,middle class,not satisfied at all,worse
1998,male,middle class,pretty well satisfied,stayed same
1998,male,working class,more or less satisfied,worse
1998,male,working class,more or less satisfied,better
1998,female,upper class,pretty well satisfied,better
1998,female,working class,more or less satisfied,worse
1998,female,working class,more or less satisfied,stayed same
1998,female,working class,not satisfied at all,better
1998,male,middle class,more or less satisfied,stayed same
1998,male,middle class,pretty well satisfied,stayed same
1998,female,middle class,more or less satisfied,better
1998,female,lower class,more or less satisfied,better
1998,female,working class,not satisfied at all,worse
1998,male,working class,not satisfied at all,stayed same
1998,female,middle class,more or less satisfied,stayed same
1998,female,middle class,pretty well satisfied,better
1998,male,lower class,more or less satisfied,stayed same
1998,female,middle class,more or less satisfied,better
1998,male,middle class,more or less satisfied,stayed same
1998,female,working class,not satisfied at all,worse
1998,male,working class,more or less satisfied,stayed same
1998,female,working class,not satisfied at all,stayed same
1998,female,working class,more or less satisfied,better
1998,male,middle class,pretty well satisfied,better
1998,female,lower class,more or less satisfied,stayed same
1998,male,working class,more or less satisfied,stayed same
1998,female,working class,not satisfied at all,stayed same
1998,male,working class,more or less satisfied,stayed same
1998,male,working class,more or less satisfied,stayed same
1998,female,middle class,more or less satisfied,stayed same
1998,male,working class,more or less satisfied,better
1998,female,working class,more or less satisfied,better
1998,male,working class,not satisfied at all,stayed same
1998,female,working class,more or less satisfied,better
1998,male,working class,not satisfied at all,stayed same
1998,female,middle class,more or less satisfied,worse
1998,female,working class,not satisfied at all,better
1998,male,working class,not satisfied at all,stayed same
1998,female,working class,pretty well satisfied,better
1998,female,working class,not satisfied at all,stayed same
1998,female,working class,pretty well satisfied,stayed same
1998,female,working class,more or less satisfied,better
1998,male,working class,more or less satisfied,worse
1998,male,upper class,pretty well satisfied,better
1998,female,middle class,more or less satisfied,better
1998,female,middle class,pretty well satisfied,better
1998,female,middle class,more or less satisfied,better
1998,female,middle class,more or less satisfied,better
1998,female,working class,more or less satisfied,stayed same
1998,female,working class,more or less satisfied,stayed same
1998,male,middle class,pretty well satisfied,stayed same
1998,female,middle class,more or less satisfied,better
1998,female,middle class,pretty well satisfied,worse
1998,female,working class,not satisfied at all,worse
1998,male,working class,more or less satisfied,better
1998,female,working class,more or less satisfied,stayed same
1998,female,working class,more or less satisfied,worse
1998,female,lower class,not satisfied at all,better
1998,female,working class,pretty well satisfied,better
1998,male,working class,more or less satisfied,better
1998,female,middle class,not satisfied at all,better
1998,female,working class,more or less satisfied,better
1998,male,working class,pretty well satisfied,better
1998,female,working class,more or less satisfied,stayed same
1998,female,working class,not satisfied at all,worse
1998,female,middle class,more or less satisfied,stayed same
1998,male,working class,more or less satisfied,better
1998,male,middle class,more or less satisfied,better
1998,male,working class,more or less satisfied,stayed same
1998,male,middle class,pretty well satisfied,better
1998,male,working class,more or less satisfied,better
1998,male,working class,more or less satisfied,better
1998,male,working class,not satisfied at all,stayed same
1998,female,working class,more or less satisfied,better
1998,female,working class,more or less satisfied,better
1998,male,working class,pretty well satisfied,better
1998,female,working class,not satisfied at all,stayed same
1998,male,middle class,pretty well satisfied,better
1998,female,lower class,not satisfied at all,stayed same
1998,female,working class,more or less satisfied,better
1998,female,working class,more or less satisfied,better
1998,male,working class,not satisfied at all,stayed same
1998,female,middle class,more or less satisfied,stayed same
1998,female,working class,pretty well satisfied,better
1998,male,upper class,pretty well satisfied,stayed same
1998,female,working class,more or less satisfied,better
1998,male,middle class,pretty well satisfied,better
1998,male,working class,not satisfied at all,better
1998,female,lower class,not satisfied at all,stayed same
1998,female,lower class,not satisfied at all,better
1998,female,middle class,not satisfied at all,worse
1998,female,working class,not satisfied at all,stayed same
1998,male,middle class,more or less satisfied,better
1998,female,working class,more or less satisfied,worse
1998,male,working class,not satisfied at all,stayed same
1998,male,working class,more or less satisfied,stayed same
1998,female,working class,more or less satisfied,better
1998,female,working class,more or less satisfied,stayed same
1998,female,working class,pretty well satisfied,stayed same
1998,male,middle class,not satisfied at all,stayed same
1998,male,working class,more or less satisfied,stayed same
1998,female,working class,more or less satisfied,stayed same
1998,male,middle class,pretty well satisfied,stayed same
1998,female,middle class,pretty well satisfied,stayed same
1998,male,middle class,pretty well satisfied,better
1998,female,middle class,more or less satisfied,better
1998,female,middle class,pretty well satisfied,better
1998,female,working class,not satisfied at all,better
1998,male,middle class,more or less satisfied,stayed same
1998,female,middle class,more or less satisfied,worse
1998,female,working class,not satisfied at all,worse
1998,female,middle class,pretty well satisfied,better
1998,female,middle class,pretty well satisfied,better
1998,female,middle class,more or less satisfied,better
1998,male,middle class,pretty well satisfied,stayed same
1998,male,lower class,not satisfied at all,worse
1998,female,working class,more or less satisfied,stayed same
1998,female,middle class,more or less satisfied,better
1998,male,working class,pretty well satisfied,better
1998,male,working class,pretty well satisfied,stayed same
1998,female,middle class,more or less satisfied,better
1998,male,working class,more or less satisfied,stayed same
1998,female,middle class,pretty well satisfied,better
1998,male,working class,pretty well satisfied,better
1998,male,middle class,more or less satisfied,better
1998,male,working class,pretty well satisfied,better
1998,female,working class,more or less satisfied,better
1998,female,lower class,not satisfied at all,worse
1998,female,working class,more or less satisfied,stayed same
1998,female,working class,more or less satisfied,stayed same
1998,female,working class,pretty well satisfied,better
1998,female,middle class,more or less satisfied,stayed same
1998,male,middle class,pretty well satisfied,better
1998,male,working class,more or less satisfied,better
1998,female,working class,more or less satisfied,better
1998,female,lower class,pretty well satisfied,stayed same
1998,female,working class,more or less satisfied,stayed same
1998,male,working class,pretty well satisfied,worse
1998,male,middle class,pretty well satisfied,stayed same
1998,male,lower class,not satisfied at all,worse
1998,male,working class,more or less satisfied,better
1998,female,working class,not satisfied at all,stayed same
1998,female,middle class,more or less satisfied,stayed same
1998,female,working class,more or less satisfied,better
1998,male,middle class,more or less satisfied,better
1998,female,working class,not satisfied at all,worse
1998,female,working class,not satisfied at all,stayed same
1998,female,working class,not satisfied at all,worse
1998,female,working class,not satisfied at all,better
1998,male,middle class,pretty well satisfied,better
1998,male,middle class,pretty well satisfied,better
1998,female,working class,more or less satisfied,better
1998,male,working class,more or less satisfied,better
1998,male,working class,more or less satisfied,better
1998,male,middle class,pretty well satisfied,stayed same
1998,female,working class,more or less satisfied,stayed same
1998,female,working class,more or less satisfied,better
1998,female,working class,more or less satisfied,stayed same
1998,male,working class,more or less satisfied,worse
1998,male,middle class,more or less satisfied,worse
1998,male,working class,not satisfied at all,better
1998,female,middle class,more or less satisfied,better
1998,male,working class,more or less satisfied,better
1998,male,working class,more or less satisfied,worse
1998,female,working class,not satisfied at all,worse
1998,female,middle class,pretty well satisfied,stayed same
1998,male,lower class,not satisfied at all,worse
1998,male,working class,pretty well satisfied,stayed same
1998,male,working class,not satisfied at all,worse
1998,female,middle class,not satisfied at all,worse
1998,male,working class,more or less satisfied,worse
1998,male,working class,more or less satisfied,stayed same
1998,female,lower class,more or less satisfied,worse
1998,male,upper class,not satisfied at all,stayed same
1998,female,middle class,more or less satisfied,stayed same
1998,female,middle class,pretty well satisfied,better
1998,female,working class,more or less satisfied,worse
1998,male,working class,more or less satisfied,stayed same
1998,female,middle class,pretty well satisfied,stayed same
1998,female,lower class,pretty well satisfied,stayed same
1998,male,middle class,more or less satisfied,stayed same
1998,female,working class,more or less satisfied,better
1998,male,middle class,more or less satisfied,
1998,male,working class,pretty well satisfied,better
1998,female,lower class,pretty well satisfied,better
1998,male,working class,not satisfied at all,stayed same
1998,female,middle class,,
1998,female,upper class,pretty well satisfied,better
1998,male,middle class,pretty well satisfied,better
1998,female,middle class,pretty well satisfied,better
1998,female,middle class,pretty well satisfied,stayed same
1998,female,middle class,pretty well satisfied,stayed same
1998,female,middle class,more or less satisfied,worse
1998,male,working class,more or less satisfied,stayed same
1998,male,middle class,more or less satisfied,stayed same
1998,male,middle class,more or less satisfied,worse
1998,female,working class,not satisfied at all,better
1998,male,working class,not satisfied at all,stayed same
1998,male,middle class,more or less satisfied,better
1998,male,middle class,more or less satisfied,stayed same
1998,female,middle class,more or less satisfied,worse
1998,male,working class,pretty well satisfied,better
1998,female,lower class,pretty well satisfied,better
1998,female,middle class,pretty well satisfied,stayed same
1998,male,middle class,more or less satisfied,stayed same
1998,female,middle class,pretty well satisfied,better
1998,male,working class,more or less satisfied,stayed same
1998,female,working class,more or less satisfied,worse
1998,male,working class,not satisfied at all,stayed same
1998,female,middle class,more or less satisfied,better
1998,female,middle class,pretty well satisfied,better
1998,female,middle class,pretty well satisfied,stayed same
1998,female,working class,not satisfied at all,better
1998,female,lower class,not satisfied at all,stayed same
1998,female,middle class,not satisfied at all,stayed same
1998,female,working class,more or less satisfied,stayed same
1998,male,middle class,more or less satisfied,better
1998,male,working class,more or less satisfied,better
1998,female,working class,more or less satisfied,worse
1998,male,working class,not satisfied at all,stayed same
1998,female,working class,not satisfied at all,better
1998,female,middle class,pretty well satisfied,stayed same
1998,male,middle class,not satisfied at all,stayed same
1998,female,middle class,pretty well satisfied,stayed same
1998,male,middle class,not satisfied at all,stayed same
1998,male,middle class,pretty well satisfied,better
1998,male,working class,pretty well satisfied,better
1998,female,working class,pretty well satisfied,better
1998,female,working class,more or less satisfied,stayed same
1998,male,working class,more or less satisfied,stayed same
1998,female,middle class,more or less satisfied,worse
1998,male,working class,more or less satisfied,better
1998,female,middle class,not satisfied at all,worse
1998,female,working class,pretty well satisfied,better
1998,female,middle class,pretty well satisfied,better
1998,female,working class,more or less satisfied,worse
1998,male,working class,more or less satisfied,stayed same
1998,female,middle class,more or less satisfied,worse
1998,male,middle class,pretty well satisfied,better
1998,female,middle class,pretty well satisfied,stayed same
1998,female,middle class,pretty well satisfied,stayed same
1998,female,working class,not satisfied at all,worse
1998,male,lower class,not satisfied at all,better
1998,female,working class,pretty well satisfied,better
1998,female,working class,pretty well satisfied,stayed same
1998,male,middle class,more or less satisfied,stayed same
1998,female,working class,pretty well satisfied,worse
1998,female,upper class,more or less satisfied,stayed same
1998,male,middle class,more or less satisfied,stayed same
1998,female,working class,not satisfied at all,worse
